meet_hnd,venue_state,name,date
4789,TN,Appalachian Athletic Conference Championships,2012-11-03
4788,PA,NCAA DII Atlantic Region XC Championships,2012-11-03
4249,NC,NCAA Division II Southeast Region Cross Country Championships,2012-11-03
4786,MO,NCAA Division II Central Championships,2012-11-03
4245,MA,NCAA Division II East Region Cross Country Championships,2012-11-03
4354,MA,ECAC Division III Cross Country Championships,2012-11-03
4795,IN,Crossroads League,2012-11-03
4794,IA,GPAC XC Championship 2012,2012-11-03
4250,HI,NCAA Division II West Region Cross Country Championships,2012-11-03
4248,CO,NCAA Division II South Central Region Cross Country Championships,2012-11-03
4716,CA,So Cal Championships,2012-11-03
3723,CA,NorCal Community College Championships,2012-11-03
4790,CA,Doc Adams Invitational,2012-11-03
4247,AL,NCAA Division II South Region Cross Country Championships,2012-11-03
4271,WI,NCAA Division I Great Lakes Region Cross Country Championships,2012-11-09
4278,WA,NCAA Division I West Region Cross Country Championships,2012-11-09
4272,PA,NCAA Division I Mid-Atlantic Region Cross Country Championships,2012-11-09
4279,NC,NCAA Division I Southeast Region Cross Country Championships,2012-11-09
4273,MO,NCAA Division I Midwest Region Cross Country Championships,2012-11-09
4276,FL,NCAA Division I South Region Cross Country Championships,2012-11-09
4275,CT,NCAA Division I Northeast Region Cross Country Championships,2012-11-09
4274,CO,NCAA Division I Mountain Region Cross Country Championships,2012-11-09
4805,AR,NCAA Division I South Central Region Cross Country Championships,2012-11-09
4807,WI,NCAA Division III Midwest Region Cross Country Championships,2012-11-10
4254,PA,NCAA Division III Mideast Region Cross Country Championships,2012-11-10
4257,OR,NCAA Division III West Region Cross Country Championships,2012-11-10
4280,OH,NCCAA Cross Country Championships,2012-11-10
4251,NY,NCAA Division III Atlantic Region Cross Country Championships,2012-11-10
4806,MN,NCAA Division III Central Region Cross Country Championships,2012-11-10
4255,MA,NCAA Division III New England Region Cross Country Championships,2012-11-10
4253,IN,NCAA Division III Great Lakes Region Cross Country Championships,2012-11-10
4808,GA,NCAA Division III South/Southeast Region Cross Country Championships,2012-11-10
4822,PR,2do Evento CT Sistema UPR,2012-11-17
4796,MO,2012 NCAA Division II Cross Country Championships,2012-11-17
4797,KY,2012 NCAA Division I Cross Country Championships,2012-11-17
4798,IN,2012 NCAA Division III Cross Country Championships,2012-11-17
3747,CA,2012 California Community College Cross Country Championships,2012-11-17
4821,PR,Justas XC LAI 2012,2012-11-29
5244,VA,Virginia-Panorama Farms Duals,2013-08-30
5293,TX,Texas Tech - New Mexico State duel,2013-08-30
5246,TX,2013 SFA Lumberjack Opener - Triple Dual,2013-08-30
5240,TN,Belmont Opener 2013,2013-08-30
4976,SC,Carolina Challenge,2013-08-30
5243,PA,Misericordia Invitational,2013-08-30
5302,PA,Haverford College Opener,2013-08-30
5260,OH,Wooster Invitational,2013-08-30
5261,OH,Kenyon Quad,2013-08-30
5234,NY,Little Three XC Meet,2013-08-30
5235,NY,Highlander Short Course Invitational,2013-08-30
5310,NY,Buffalo State Daniel Walker Invitational,2013-08-30
5272,NH,Mayflower Kickoff Cross Country Invitational Mens,2013-08-30
5271,NH,Mayflower Kickoff Cross Country Invitational,2013-08-30
5782,NC,Western Carolina University Invitational ,2013-08-30
5291,NC,2013 Covered Bridge Cross Country Meet ,2013-08-30
4858,MS,Mississippi College Season Opener,2013-08-30
5251,MO,Missouri Open,2013-08-30
5283,MN,Summit Cup,2013-08-30
5869,MN,Early Bird Triangular,2013-08-30
5868,MN,Early Bird Triangular,2013-08-30
6117,MI,Michigan Open,2013-08-30
5238,MI,Jeff Drenth Memorial,2013-08-30
5281,MI,EMU Triangular,2013-08-30
5264,LA,McNeese XC Relays,2013-08-30
5265,IL,Titan Opener,2013-08-30
5420,IL,Illini Challenge,2013-08-30
5241,IA,Hawkeye Early Bird Invite,2013-08-30
5236,IA,Fighting Bee Opener,2013-08-30
5305,IA,2013 Bulldog Classic,2013-08-30
5239,GA,Emory Watermelon Run ,2013-08-30
5253,GA,Covenant Opener,2013-08-30
5088,CA,Ventura Cross Country Invitational,2013-08-30
5237,AL,Troy Trojan Invitational,2013-08-30
5268,WI,Tom Barry Invitational,2013-08-31
5154,WI,Beloit/Rockford Early-Bird,2013-08-31
4883,WA,Puget Sound Cross Country Invitational,2013-08-31
5273,WA,Clash of the Inland NW,2013-08-31
6108,UT,Utah State Invitational,2013-08-31
5275,TX,Alamo City Opener,2013-08-31
5288,TN,Memphis Twilight,2013-08-31
5197,PA,Elizabethtown VS Gettysburg,2013-08-31
5266,PA,Bison Open,2013-08-31
5269,OH,Bluffton Invitational,2013-08-31
5247,NY,SUNYIT Short Course Invitational,2013-08-31
5254,NY,Rensselaer Opener,2013-08-31
6055,NY,Marist Early Season Invite,2013-08-31
5248,NH,KSC Alumni XC Meet,2013-08-31
5853,NC,Duke-N.C. Central,2013-08-31
5252,MO,Gabby Reuveni Early Bird (Hosted By Washington University),2013-08-31
5242,MN,Gustavus Invitational,2013-08-31
5870,MI,Hope College Vanderbilt Invitational,2013-08-31
5245,MD,Sea Gull Opener,2013-08-31
5280,KY,Asbury Chick-fil-A Invitational,2013-08-31
5274,KS,Bob Timmons Dual Classic,2013-08-31
5258,IN,Sodexo Grizzly Invitational,2013-08-31
5255,HI,BYU-Hawaii vs. Alaska Anchorage,2013-08-31
5262,CT,Father ONeil Invitational,2013-08-31
5089,CO,CU Time Trial 2013,2013-08-31
5857,CA,UC Santa Barbara Lagoon Open,2013-08-31
4945,CA,San Francisco Cross Country Invitational,2013-08-31
5259,CA,CSU Fullerton Open,2013-08-31
5257,CA,CSU Fullerton ,2013-08-31
5249,AL,Samford Alabama XC Opener 2013,2013-08-31
6119,TX,MSU/Strohman Dental Stampede,2013-09-05
5327,OH,Tommy Evans XC Invitational,2013-09-05
6025,MO,Lindenwood - Truman State Dual,2013-09-05
5331,AK,Alaska Cross Country Invitational 2013 ,2013-09-05
6072,WV,Ohio Valley Unviversity Fighting Scots Invitational,2013-09-06
5052,WI,Wisconsin Badger Classic,2013-09-06
5338,VA,VSU Fall Opener,2013-09-06
5185,VA,Virginia Tech Invitational,2013-09-06
4980,VA,Richmond Spider Open,2013-09-06
5408,UT,2013 Utah Open XC Meet,2013-09-06
6123,TX,UT Tyler Invitational,2013-09-06
5366,TN,UTC PowerAde Invitational ,2013-09-06
5783,TN,Buffalo Valley Stampede,2013-09-06
5334,SD,Mines Open ,2013-09-06
5359,SD,Augustana Twilight Cross Country Invitational,2013-09-06
4977,SC,Gamecock Cross County Invitational #1,2013-09-06
4969,SC,30th ANNUAL EYE OPENER CROSS COUNTRY MEET,2013-09-06
5399,PA,Galen Piper Cross Country Challenge,2013-09-06
5342,PA,Dolan Duals,2013-09-06
5086,OR,Portland State Viking Classic ,2013-09-06
5336,OH,Queen City Invitational,2013-09-06
5355,OH,Defiance vs. Manchester Dual,2013-09-06
5354,NY,Army Open,2013-09-06
5371,NC,Seahawk Invitational,2013-09-06
5120,MS,Southern Mississippi Cross Country Invitational (Colleges),2013-09-06
5381,MO,SBU Bearcat Twilight,2013-09-06
5353,MN,Oz Memorial,2013-09-06
5357,MN,Greenwood Run,2013-09-06
6062,MA,Jim Sheehan XC Invitational,2013-09-06
5364,LA,Warhawk Invite ULM v. Grambling v. Jackson St,2013-09-06
5406,KS,Colby CC XC Invite,2013-09-06
5341,IN,Stegemoller Classic,2013-09-06
5198,IL,Northern Illinois University Cross Country Invitational,2013-09-06
5075,IL,EIU Walt Crawford Open,2013-09-06
5431,IL,Bradley Open,2013-09-06
5360,IL,Aurora University Spartan Classic,2013-09-06
5361,IL,Aurora University Spartan Classic,2013-09-06
4950,FL,South Florida Invitational,2013-09-06
5343,CO,CSU vs Air Force,2013-09-06
4965,CO,Colorado State University Open 5K,2013-09-06
5344,CO,Air Force vs Wyoming,2013-09-06
5345,CO,Air Force vs UNC,2013-09-06
5346,CA,UC San Diego Opener,2013-09-06
5335,CA,Santa Clara v. Saint Marys dual meet,2013-09-06
5339,AR,Arkansas Duals,2013-09-06
5552,WV,Bison Invitational Men,2013-09-07
5421,WV,Bison Invitational 2013,2013-09-07
5934,WI,Ripon Invitational,2013-09-07
5110,WA,CWU Cross Country Invitational,2013-09-07
5383,VA,W&L Generals Cross Country Invitational,2013-09-07
5403,TX,Texas Lutheran Invitational,2013-09-07
5057,TX,Bill Libby/McMurry Cross Country Invitational,2013-09-07
5375,TN,Sewanee Cross Country Invitational (33rd Annual),2013-09-07
5362,RI,Roger Williams Invitational,2013-09-07
5411,PA,Millersville Alumni Open,2013-09-07
5601,PA,LVC Dutchmen Invitational,2013-09-07
5404,PA,Haverford Alumnae / Alumni Open Race,2013-09-07
5409,PA,Bryn Mawr Invitational,2013-09-07
5396,PA,11th Annual SHU Griffin Classic,2013-09-07
4970,OR,Linfield Harrier Classic,2013-09-07
5389,OK,2013 UCO Land Run,2013-09-07
5871,OH,Ric Sayre,2013-09-07
5374,OH,Ohio Wesleyan/GLCA Invitational,2013-09-07
5370,OH,Miami Invitational,2013-09-07
5228,NY,Vassar Ron Stonitsch Invitational,2013-09-07
5000,NY,St.Johns-Hofstra 2013 Fall Festival,2013-09-07
5413,NY,Plattsburgh State Cardinal Classic,2013-09-07
4814,NY,Oswego State Invitational,2013-09-07
5623,NY,Le Moyne College Cross Country Invitational,2013-09-07
5367,NY,Fredonia State Invitational,2013-09-07
5133,NY,America East Pre-Conference Meet,2013-09-07
5369,NY,19th Harry Lang tri meet,2013-09-07
5388,NV,Natures Bakery Nevada Twilight,2013-09-07
5186,NH,Shaklette Invitational Cross Country Meet,2013-09-07
5384,MN,SMU Alumni/Open,2013-09-07
5387,MN,Saint Johns Invitational,2013-09-07
5397,MN,Crown College Storm Invitational Women,2013-09-07
5391,MN,Crown College Storm Invitational,2013-09-07
5390,MI,Running Fit Detroit Titan Invitational,2013-09-07
5400,MI,Ray Helsing Bulldog Invite,2013-09-07
5373,MD,UMES Lid Lifter XC Invitational,2013-09-07
5376,MD,2013 Green Terror Cross Country Challange,2013-09-07
5356,MA,Smith XC Invitational,2013-09-07
5395,KS,2013 Pitt State Alumni Race,2013-09-07
5380,IN,Madison Kiwanis Cross Country Invitational,2013-09-07
5821,IN,Indiana Open,2013-09-07
5070,IA,Dutch Invitational,2013-09-07
5382,HI,Chaminade Invitational,2013-09-07
5365,GA,THE REMEMBRANCE RUN,2013-09-07
6074,FL,5th ANNUAL BOBBY LANG INVITATIONAL,2013-09-07
5003,DE,Wilmington Wildcat XC Invitational,2013-09-07
4997,DC,Catholic University XC Invitational,2013-09-07
5349,CO,Wyoming vs UNC,2013-09-07
5352,CO,WSCU vs Metro,2013-09-07
5368,CO,UCCS Rust Buster Invite,2013-09-07
5350,CO,Mines vs WSCU,2013-09-07
5351,CO,Mines vs Metro,2013-09-07
5347,CO,CSU vs Wyoming,2013-09-07
5348,CO,CSU vs UNC,2013-09-07
5555,CO,20th Annual Joe I. Vigil Open,2013-09-07
4971,CA,Fresno Invitational,2013-09-07
5024,CA,Crystal Springs Invitational,2013-09-07
4986,CA,CBU Lancer Invitational,2013-09-07
5372,CA,adidas/UC Irvine Invit,2013-09-07
5414,AZ,George Kyte Classic,2013-09-07
5378,AL,Struts Season Opener,2013-09-07
5379,AK,Alaska Cross Country Invitational 2013 Short Course,2013-09-07
5386,NY,2013 Baruch College Invitational,2013-09-08
4892,PA,Cheyney vs Lincoln ,2013-09-11
5890,MD,Bowie State Bulldog Challenge,2013-09-11
5451,GA,Columbus State -Georgia SW Dual Meet,2013-09-12
5461,UT,UVU Cross Invitational,2013-09-13
5466,TX,Texas Tech Open,2013-09-13
5467,TX,Texas Tech - Oral Roberts Duel,2013-09-13
5490,TX,Rice Invitational,2013-09-13
5646,SD,2013 Yellowjacket XC Meet,2013-09-13
4967,SC,9th Annual COASTAL CAROLINA UNIVERSITY CROSS COUNTRY INVITATIONAL,2013-09-13
5505,PA,Mack Cooper Invt,2013-09-13
5503,PA,Harry Groves Spiked Shoe - DII & DIII,2013-09-13
4888,PA,Harry Groves Spiked Shoe - College,2013-09-13
5631,PA,Friend Big 5 Invitational,2013-09-13
4864,OR,Ash Creek XC Invitational (Collegiate and Open),2013-09-13
5041,OH,Mel Brodt CC Invitational,2013-09-13
5469,NY,Cornell vs. Army,2013-09-13
4942,NC,Barton College Bulldog Cross Country Invitational,2013-09-13
5468,MO,Forest Park Cross Country Festival,2013-09-13
5481,MN,Randy Smith Invitational,2013-09-13
4817,MI,2013 Spartan Invitational,2013-09-13
4903,IN,Purdue Invitational/ Big Ten Preview,2013-09-13
5416,IN,Indiana Wesleyan CC Invitational,2013-09-13
5539,IL,SIUE Cross Country Challenge,2013-09-13
6173,IL,Illinois Intercollegiate Championships,2013-09-13
5462,IL,Iliinois State University Cross Country Invitational,2013-09-13
5465,IA,Iowa Black & Gold Invitational,2013-09-13
5475,GA,Bobcat Invitational,2013-09-13
4844,CA,So Cal Championships Preview Meet,2013-09-13
5155,CA,Modesto Invitational,2013-09-13
5845,WV,Alderson Broaddus Seaton XC Invite,2013-09-14
5318,WI,UWRF Falcon Invitational,2013-09-14
5472,WI,UW-Whitewater Warhawk Invitational,2013-09-14
5484,WI,LumberJack and LumberJill Classic,2013-09-14
5968,WI,Falcon Invitational,2013-09-14
5480,WI,2013 UW Parkside Midwest CC Open - Women,2013-09-14
5478,WI,2013 UW Parkside Midwest CC Open - Men,2013-09-14
5005,WA,Sundodger Invitational,2013-09-14
5521,UT,2013 BYU Autumn Classic,2013-09-14
5483,TN,Commondor Classic,2013-09-14
5499,SD,DSU Herb Blakely Invitational,2013-09-14
4843,SC,Furman Cross Country Classic,2013-09-14
5873,PA,Waynesburg XC Invitational,2013-09-14
5492,PA,Division II & III Challenge,2013-09-14
5516,PA,Cougar Classic XC Meet,2013-09-14
5471,PA,Blue Jay Alumni Challenge,2013-09-14
5576,PA,Behrend XC Invite,2013-09-14
5486,PA,Allegheny Invitational,2013-09-14
5276,PA,4th Annual Coach Achtzehn Classic ,2013-09-14
5470,OH,Ohio Invitational,2013-09-14
5487,NY,Talon Invitational,2013-09-14
5049,NY,SUNY Oneonta Early Bird Invitational,2013-09-14
4882,NY,Rochester Yellowjacket XC Invitational,2013-09-14
5491,NY,Long Island University at Post Cross Country Invitational,2013-09-14
5474,NY,Hamilton College Short Course Invitational,2013-09-14
5495,NJ,NJIT Classic D1,2013-09-14
4838,NJ,2nd Annual Roadrunner XC Invitational,2013-09-14
5108,NH,Franklin Pierce Bruce Kirsh Cross Country Cup,2013-09-14
5482,NE,Eagles Open,2013-09-14
5500,NE,Concordia Short Course XC Meet,2013-09-14
5498,NC,Elon Invitational,2013-09-14
5493,NC,Asheville Cross Country Carnival,2013-09-14
4884,MS,Martin Epps XC Classic,2013-09-14
5506,MO,UCM Mule Run,2013-09-14
5501,MI,Calvin College Knight Invitational,2013-09-14
5077,MD,US Naval Academy - Navy Invitational,2013-09-14
5078,MD,2013 Salty Dog Invitational,2013-09-14
5004,MA,UMass Cross Country Invitational,2013-09-14
5136,KY,Kentucky Bluegrass Cross Country Invitational,2013-09-14
5477,KY,Centre-Kentucky State Dual Meet,2013-09-14
5476,KY,Centre Invitational,2013-09-14
5511,KS,Blue Dragon Invite,2013-09-14
5473,IN,Sycamore Invite 2013,2013-09-14
5112,ID,Roger Curran Cross Country Invitational,2013-09-14
5489,IA,Luther College All-American Invitational,2013-09-14
5533,IA,Five Seasons Duel,2013-09-14
5494,IA,52nd Les Duke Invitational,2013-09-14
5525,HI,University of Hawaii Big Wave Invitational,2013-09-14
5656,GA,University of North Georgia,2013-09-14
4905,FL,2013 Mountain Dew Gator Cross Country Invitational (College),2013-09-14
4841,FL,2013 Gulf Coast Stampede,2013-09-14
4993,DE,UD Delaware XC Invitational I,2013-09-14
5229,DE,Delaware State University XC Invitational #1,2013-09-14
5479,CA,UC Riverside Invit,2013-09-14
5485,CA,Pepperdine Invitational,2013-09-14
5488,CA,Hornet Jamboree,2013-09-14
5230,CA,Fresno State XC Invitational,2013-09-14
5443,AL,UAH / Earl Jacoby Memorial XC Invite,2013-09-14
4874,AL,Azalea City Classic,2013-09-14
4988,VA,Virginia Union University XC Invite,2013-09-19
5562,CT,Wesleyan XCInvitational,2013-09-19
5060,CA,Lou Vasquez Invitational,2013-09-19
5187,VA,Virginia Tech Alumni Invite,2013-09-20
5760,TX,UTSA Ricardo Romo Cross Country Classic,2013-09-20
5590,TN,TSU - Alabama A&M Dual XC Meet,2013-09-20
5616,OH,Malone Invitational - College,2013-09-20
5323,NY,Saratoga Invitational,2013-09-20
5611,NC,Wake Forest Open CC Meet,2013-09-20
5573,NC,adidas XC Challenge (non-Division I/Open),2013-09-20
5572,NC,adidas XC Challenge (Division I),2013-09-20
5570,MI,George Dales Invitational,2013-09-20
5577,ME,Maine and New Hampshire  ,2013-09-20
5034,IN,National Catholic Cross Country Invitational,2013-09-20
5587,IN,2013 Indiana Intercollegiate Cross Country Championships,2013-09-20
5574,GA,JAGUAR INVITATIONAL,2013-09-20
5571,GA,38th GSU INVITATIONAL,2013-09-20
5009,AZ,2013 DAVE MURRAY XC INVITATIONAL,2013-09-20
5649,WV,Pre MEC Men,2013-09-21
5648,WV,MEC Preview,2013-09-21
5412,WI,Olde English Classic,2013-09-21
4944,WA,Erik Anderson/Runners Soul XC Invitational-NCAA Division II National Preview,2013-09-21
4876,VA,VMI Invitational,2013-09-21
4000,VA,Roanoke College Maroon Invitational,2013-09-21
5596,VA,EMU/Bridgewater XC Invitational,2013-09-21
5602,VA,CNU Settlers Invitational,2013-09-21
5609,VA,55th W&M Invitational,2013-09-21
5012,TX,Buffalo Stampede,2013-09-21
5201,SC,Winthrop/Adidas Cross Country Invitational,2013-09-21
5584,PA,Saint Vincent College Invitational,2013-09-21
5589,PA,Penn State Abington Cross Country Invitational,2013-09-21
5307,PA,LHU XC Open/Invitational,2013-09-21
5610,PA,Lafayette v. Lehigh XC Dual,2013-09-21
6118,PA,Edinboro Rag Relays,2013-09-21
5626,PA,34th Philadelphia Metropolitan XC Championships,2013-09-21
4948,OR,Oak Knoll Loop Run,2013-09-21
5604,OH,Otterbein Invitational,2013-09-21
5115,OH,Friendship Cross Country Invitational,2013-09-21
5606,NY,UB Stampede,2013-09-21
4829,NY,Iona Br. Doyle Meet of Champions,2013-09-21
5581,NY,Hobart Invitational,2013-09-21
5588,NY,Highlander Invitational,2013-09-21
5313,NY,Cortland (Jack Daniels) Invitational,2013-09-21
4966,NJ,NJAIAW Championship/Osprey Open Cross Country Meet,2013-09-21
5598,NE,Woody Greeno University Division,2013-09-21
5597,NE,Woody Greeno College Division,2013-09-21
5632,NC,Wingate University Bulldog Stampede,2013-09-21
4901,MT,Bozeman Running Company XC Invite,2013-09-21
5583,MO,MSSU Stampede Division 1,2013-09-21
5582,MO,MSSU Stampede,2013-09-21
5603,MN,St Olaf Invitational,2013-09-21
5594,MI,Pre-GLIAC Meet,2013-09-21
5144,ME,U. of Southern Maine Invitational CC Meet,2013-09-21
5076,MD,TOWSON INVITATIONAL CROSS COUNTRY MEET,2013-09-21
5605,MD,Cappy Anderson Invitational,2013-09-21
5131,MA,UMass Dartmouth Cross Country Invitational,2013-09-21
5612,LA,Mook 5,2013-09-21
4982,IL,Wheaton College Gil Dodds 2013,2013-09-21
5600,IL,Saluki Invitational,2013-09-21
5658,GA,Truett McConnell,2013-09-21
5599,CT,Father Leeber Invitational,2013-09-21
5607,CT,CCSU Ted Owen Invitational,2013-09-21
5595,CO,Colorado College Invitational,2013-09-21
5592,CA,The Mustang Challenge Division 1,2013-09-21
5591,CA,The Mustang Challenge,2013-09-21
4875,CA,69th Annual Aztec Cross Country Invitational,2013-09-21
5309,CA,2013 Sonoma State Invitational,2013-09-21
5666,PA,Main Line Invitational,2013-09-26
5671,VA,Virginia State University Trojan Invite,2013-09-27
5333,TX,Texas Invitational Cross Country Meet,2013-09-27
5729,TX,Islander Splash - Non-Division I,2013-09-27
5728,TX,Islander Splash - Division I,2013-09-27
5673,NC,Pirate Collegiate Invitational,2013-09-27
5672,MN,SMU No Limit Invite,2013-09-27
5407,MA,Coast-to-Coast Battle in Beantown,2013-09-27
5701,KS,Emporia State XC Invitational,2013-09-27
5966,IL,Brissman-Lundeen Invitational,2013-09-27
5011,FL,Univ. of Tampa Cross Country Meet,2013-09-27
5091,CA,Golden West Central Park Classic,2013-09-27
